id,path,action,label
0,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi,ApplyEyeMakeup,0
1,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi,ApplyEyeMakeup,0
2,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi,ApplyEyeMakeup,0
3,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi,ApplyEyeMakeup,0
4,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi,ApplyEyeMakeup,0
5,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi,ApplyEyeMakeup,0
6,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi,ApplyEyeMakeup,0
7,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi,ApplyEyeMakeup,0
8,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi,ApplyEyeMakeup,0
9,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi,ApplyEyeMakeup,0
10,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi,ApplyEyeMakeup,0
11,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi,ApplyEyeMakeup,0
12,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi,ApplyEyeMakeup,0
13,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi,ApplyEyeMakeup,0
14,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi,ApplyEyeMakeup,0
15,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi,ApplyEyeMakeup,0
16,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi,ApplyEyeMakeup,0
17,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi,ApplyEyeMakeup,0
18,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi,ApplyEyeMakeup,0
19,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi,ApplyEyeMakeup,0
20,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi,ApplyEyeMakeup,0
21,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi,ApplyEyeMakeup,0
22,/data2/zhxie/ucf101/ucf101/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi,ApplyEyeMakeup,0
